EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Tekfen Filarmoni Ork - Charlie Siem
","Kültürlerarası çeşitliliği, tam anlamıyla 21. yüzyıl sanatçısı olmanın gerekliliklerinden biri olarak gören genç kuşağın en dikkat çekici kemancılarından Charlie Siem, 32. Uluslararası İzmir Festivali’nde Tekfen Filarmoni Orkestrası ile buluşuyor.Charlie Siem, kemanAziz Shokhakimov, şefMihail İvanoviç GlinkaRuslan ve Ludmila UvertürüSergey RahmaninovSenfonik Danslar, Op. 45****Piyotr İlyiç ÇaykovskiRe Majör Keman Konçertosu, Op. 35Solist: Charlie SiemKültürlerarası çeşitliliği, tam anlamıyla 21. yüzyıl sanatçısı olmanın gerekliliklerinden biri olarak gören genç kuşağın en dikkat çekici kemancılarından Charlie Siem, 32. Uluslararası İzmir Festivali’nde farklı kültürler arasında ilişkileri geliştirmek, barış adına ortak bir dil yaratmak amacıyla, kurulan Tekfen Filarmoni Orkestrası ile buluşuyor. Karadeniz, Hazar Denizi ve Doğu Akdeniz kıyılarında yer alan 23 ülkenin sanatçılarından oluşan ve “Üç Denizin Sesi” olarak da anılan Orkestra, 26 Mayıs 2018 Cumartesi günü daimi şefi ve sanat direktörü Aziz Shokhakimov yönetiminde AASSM Konser Salonunda Festival’in açılışını yapacak."," 26 Mayıs 2018, Cumartesi - 21:00",,Music," Ahmed Adnan Saygun, İzmir"
"
Fide feat. Oturma Grubu Project
","Fide feat. Oturma Grubu Project,  26 Mayıs akşamı sevenleriyle IF çatısı altında buluşuyor.Fide’nin Ege Ruhu Taşıyan Yeni Albümü: “MEŞK”İkisi remiks olmak üzere on şarkının yer aldığı albümde iki tane de Yunanca şarkı bulunuyor. Geniş ve zengin biepertuara sahip albümün düzenlemelerini Nassos Sopilis, mix ve mastering’ini ise Stefan Konstantinidis yaptı. 12 yıllık Yunanistan deneyimini yeni albümü Meşk`te harmanlayan Fide`ye Atina`daki albüm kayıtlarında Yunan müzisyenler eşlik etti. Meşk`in video klibi de yine Atina`da ödüllü yönetmen Michael Demetrius tarafından çekildi. Klipte Fide`ye kristal küreyle yaptığı show`larıyla Yunanistan`da adından söz ettiren Mike ContArt eşlik etti.Etnik, pop ve akustik öğelerin dengeli bir şekilde birleştirildiği “Meşk”te yer alan şarkılar, Fide’nin duru ve sakin vokal performansı ile dinleyicisine sıradışı bir lezzet sunuyor.Üç yeni Ara Dinkjian bestesi…Amerika’da yaşayan Türkiye kökenli dünyaca ünlü müzisyen Ara Dinkjian’ın üç bestesine Türkçe ve Yunanca sözler yazan Fide, şarkı yazma konusunda ne kadaaşarılı olduğunu da gözler önüne serdi. Yunanistan`da geniş bir dinleyici kitlesine seslenen Fide, yeni albümü Meşk’le yarattığı dünyanın içinde büyülü bir yolculuğa çıkarıyor.Fide:İzmir`de doğdu. Lise yıllarında TRT İzmir Çoksesli Gençlik Korosunda yer aldı. Marmara Üniversitesi İngilizce Siyaset Bilimi ve Uluslararası İlişkiler eğitimine paralel olarak Müjdat Gezen Sanat Merkezi`nde Meltem Taşkıran`dan şan dersleri aldı. İstanbul Üniversitesi Devlet Konservatuarı Müzikal sınavlarını birincilikle kazandıktan sonra 2 yıl bu bölüme devam eden sanatçı, 2006`da Yunanistan`a yerleşerek Mimis Plessas, Nikos Kypourgos, George Dalaras, Maria Farantouri, George Perris, Pantelis Thalassinos, Savina Yannatou, Haig Yazdjian gibi pek çok Yunan sanatçıyla yorumcu, söz yazarı ve besteci olarak çalıştı. 2008 yılında Yunan Alpha TV`de, Dido Sotiriou`nun Türkiye`de “Benden Selam Söyle Anadolu`ya” adıyla yayımlanan “Matomena Homata” adlı kitabından uyarlanarak aynı adla çekilen tv dizisinde rol aldı.  Dizi albümünde George Dalaras`la çalıştı, ve Vassilis Dimitriou`nun 2 bestesini kendi yazdığı sözlerle seslendirdi (“Dertli Topraklar” ve “İzmirli Yarim”). 2012`de Chrysovalantis Stamelos tarafından çekilen “Hello Anatolia” filminde yer alan Fide, Türk-Yunan dostluk ilişkilerine katkılarından dolayı pek çok kez plaketle onurlandırıldı. 2010 Kasım’da “Bridges”  ve 2013 Mart’da “Büyü” albümü Yunanistan ve Türkiye`de piyasaya çıktı.MüzisyenleMusicians:ViolinKeman & Viola: Fotis SiotasOudUt & Lute: Nikos PassalidisDuduk: Vahan GalstyanGitarlaGuitars: Marios MourmourasKontrbasContrabass: Petros VarthakourisPerküsyonPercussion: Vagelis KarypisDavulDrums: Vassilis Podaras PianoRhodes: Nassos Sopilis"," 26 Mayıs 2018, Cumartesi - 21:00",,Music," IF Performance Hall, Ankara"
"
Alaturka Records ""Direklerarası""
","Uğur Işık'ın sanat yönetmenliğindeki Alaturka Records, 26 Mayıs gecesi özel bir Ramazan programıyla kadim bir geleneğe modern bir yorum getiriyor. Daha önce ""Sır"" ve ""Girizgâh""la Zorlu PSM’de sanatseverlerle buluşan Alaturka Records, ""Direklerarası"" adını taşıyan projeyle bir kez daha Zorlu PSM'de Atlantis Yapım iş birliğiyle, Vestel #gururlayerli konserleri kapsamında sahne alacak!Bilenin, görenin ve öğrenenin dilinden düşmeyen eski İstanbul'un şehir kültüründe önemli bir yer tutan Direklerarası Ramazan Eğlenceleri, Alaturka Records dokunuşuyla günümüze taşınıyor ve modern bir yoruma kavuşurken gelenekle olan sıkı bağını koparmamayı başarıyor. Karagöz musikisi, kantolar, ilk konservatuvarımız Dârülelhan'ın Direklerarası'na temas eden izleri, Fevziye Kıraathanesi'ndeki Musiki-i Osmani'nin fasılları, Kemani Tatyos ve Kemençeci Vasilaki gibi dönemin büyük ustalarının sesleri, Kavuklu Hamdi'lerin Ramazan mânileri... ""Direklerarası"", hepsini ve daha fazlasını günümüze taşırken, meddah rolünde karşımıza sinema ve tiyatromuzun usta oyuncusu Altan Erkekli ve modern yorumunu çıkarıyor.Eski İstanbul'un kadim geleneklerinden Direklerarası Ramazan Eğlenceleri, Alaturka Records'ın dokunuşuyla canlanıyor ve modern bir yorumla günümüze geliyor! Alaturka Records ""Direklerarası"", Altan Erkekli'nin modern meddah yorumu ve Uğur Işık’ın sanat yönetmenliğiyle 26 Mayıs'ta Zorlu PSM'de!"," 26 Mayıs 2018, Cumartesi - 21:30",,Music," Zorlu PSM - Turkcell Sahnesi, İstanbul"
"
Edis
","Edis “ÂN” konserleri devam ediyor!“Çok, Çok”, “Dudak” gibi parçalarla milyonların kalbinde taht kuran, yeni neslin tartışmasız en çok konuşulan yıldız ismi Edis, müzik kariyerinin ilk albümü “Ân” ile yerli-yabancı müzik listelerinde tüm dengeleri değiştirdi.  12 şarkıdan oluşan ve heir şarkı ile dijital satış platformlarında ayrı ayrı listelere giren Edis, Atlantis Yapım organizasyon ile İzmir Fuar Açıkhava Tiyatrosu'nda unutulmaz bir performansa imza atmaya hazırlanıyor. Edis, muhteş dans şovları, şimdiden unutulmaz şarkılar arasına girmeye aday yepyeni repertuarı ve görsel bir şölenle müzik severlerin karşısına çıkacak."," 26 Mayıs 2018, Cumartesi - 21:30",,Music," İzmir Kültürpark Açıkhava T., İzmir"
"
Mesut Süre
","Mesut Süre,tek kişilik gösterisiyle cumartesi gecesi BKM Mutfak Çarşı’da...2008 yılı Ekim'den bu yana çeşitli radyolarda şimdilerde ise Joytürk’te “Rabarba” programını icra eden Mesut Süre, “Siz Hepiniz Ben Tek” adlı sahne performansıyla her cumartesi BKM Mutfak Çarşı’da..."," 26 Mayıs 2018, Cumartesi - 21:45",,Arts," BKM Mutfak Çarşı, İstanbul"
"
Romare
","Elektronik sahnesinin yaratıcı isimlerinden İngiliz DJ Romare, 26 Mayıs’ta Zorlu PSM Studio’da!22:00 Warm-up DJ23:30 RomareAfter Party: TutanArchie Fairhust, sahne adıyla Romare, üniversitede hayatının dönüm noktası olan bir an yaşadı. Adeta bir Sex Pistols anı yaşayan Fairhust, Romare Bearden’in sanatıyla tanışana kadar müziğe olan aşkının farkında değildi. Bu büyük ilham ona sahne ismini bile verdi. Romare Bearden’in kes-yapıştır tekniğine dayanan sanatı, genç sanatçı Fairhust’ı müzikte aynı tekniği uygulamaya itti. Üniversite hayatı boyunca gitaristlik ve bateristlikle uğraşan Fairhust, mezuniyetiyle birlikte ilk kez DJ setinin başına geçeceği ve ikinci el plaklardan kendi müziğini yapacağı Paris’e taşındı. Böylelikle Romare’nin hikayesi de başladı. İlk albümü “Projections”, ilham perisi Bearden’in etkileyici sergisiyle aynı ismi taşırken, aynı sergideki işler gibi Amerikan hayatının elementlerini ele alıyor. Bir çok yönden Amerikan kültürüne bir övgü niteliğinde olan albüm “Work Song” ve “Rainbow” gibi çok sevilen şarkıları barındırıyor.  “Projections” bir albüm olmaktan öte, adeta Romare’nin farklı akımlardan aldığı ilhamı gözler önüne seren bir katalog işlevi görüyor. DJ dergisi tarafından Yılın Albümü seçilen Projections, kritiklerin de beğenisini toplayarak Fairhust’ı müzik dünyasının radarına soktu. İkinci albümü “Love Songs: Part Two” ile Fairhust, müzikte yetkinliğini ve teknik başarısını tam anlamıyla kanıtlamış oldu. Plaklardan yaptığı kolaj felsefesini korumasına karşın ikinci albümündeki müziğin büyük biölümünü kendisi çalan Fairhust, DJ setinden büyükannesinin ses kayıt cihazına ve babasının mandolininden elektro gitar ve klavyeye kadar pek çok medyumu işinin bir parçası olarak kullandı. Projections’da caz ve blues türü müziklerden aldığı ilham ise ikinci albümde yerini disco ve saykodelik müziğe bıraktı.  “Farklı alanları dahil etmeye çalıştım. Cinsel dürtülerden masum karşılaşmalara, ilişkilerden partnerinin aşkını sorgulamaya kadar her şeyi.”diyen Fairhust’ın yaptığı her şey, onun kendine has estetiği ve imzasıyla damgalanmış. Kendi yarışının başını çeken isimlerden biri olan Romare’yi dinleme vakti ve aşık olma vakti."," 26 Mayıs 2018, Cumartesi - 22:00",,Arts," Zorlu Performans Sanatları M., İstanbul"
"
Pinhani
","Pinhani 26 Mayıs'ta DasDas sahnesinde sevilen şarkılarını seslendirecek.Pinhâni, ilk albümü 'İnandığın Masallar'ı 2006 yılında  çıkardı.  Müzik piyasasında gizliden gizliye ilerlediler ve kendilerine sağlam bir dinleyici kitlesi edindiler. Aradan geçen yıllar içinde 2008'de 'Zaman Beklemez', 2012'de 'Başka Şeyler', 2013'te 'Canlı Yayın', 2016'da 'Kediköy' ve 2018'de türkülerden oluşan 'On Türkü' albümünü yayımladı. Kendi şarkılarını ve geleneksel müziğimizi #pinhaniheryerde mottosuyla sahnede çalan Pinhâni, son birkaç yılda Türkiye genelinde en çok farklı şehirde ve en çok konser veren isim oldu. Pinhâni, seyirciyle kurduğu sıra dışı iletişim ve konserdeki yüksek enerjisi nedeniyle herhangi bir konserden fazlasını size vadediyor, hem de her yerde!2018 baharında da Trakya'dan Şırnak'a, İzmir'den Van'a kadar 30'a yakın şehirde Pinhâni dinleyebileceksiniz…"," 26 Mayıs 2018, Cumartesi - 22:00",,Music," DasDas, İstanbul"
"
Gökhan Türkmen
","Kendine özgü tarzıyla pop müziğin güçlü isimlerinden başarılı sanatçı Gökhan Türkmen, dördüncü stüdyo albümü Sessiz'deki şarkıların yanı sıra eski şarkılarının da bulunduğu geniş repertuvarıyla, 26 Mayıs'ta Moda Kayıkhane sahnesinde...Değerli müzisyenlerden oluşan GT Band ile unutulmaz konserlere imza atan sanatçı, Sessiz albümünün beşinci video klibini çektiği Aşktır şarkısı ile çalışmalarına devam ediyor."," 26 Mayıs 2018, Cumartesi - 22:30",,Music," Moda Kayıkhane, İstanbul"
"
Mustafa Sağır - Sağır Duymaz Uydurur
","Mustafa Sağır - Sağır Duymaz Uydurur ile ikincikat Loft Performans sahnesinde sizlerle...Mustafa Sağır, yılmadan ve yorulmadan mücadele edip türlü zorluklara göğüs gererek; yeri geldiğinde öz ailesini karşısına alı; inatla, tırnaklarıyla kazıyarak elde ettiği biricik kariyerini, tam da meyvesini alacağı en verimli çağında, yaşadığı acı bir olay sonucunda sonlandırmak zorunda kaldı. Şimdi bu acı olayın ayrıntılarını verip de konuyu saptırmanın anlamı yok ancak Mustafa için hayatın ciddiye alınacak bir yanı kalmadı.Komedi için trajedi + zaman derler.Acılar çekildi, yeterince beklendi.Şimdi, gülmek zamanı...Açılış Komedyeni:Akın Aslan"," 26 Mayıs 2018, Cumartesi - 22:30",,Arts," ikincikat LOFT PERFORMANS, İstanbul"
"
Müjde Kızılkan
","""Müjde Kızılkan"" her cumartesi IF Performance Hall Beşiktaş sahnesinde!"," 26 Mayıs 2018, Cumartesi - 23:59",,Music," IF Performance Hall Beşiktaş, İstanbul"
"
MSA - Küçük Gurme 2 (10-14 yaş)
","Hem çocuğunuzla harika zaman geçirmek hem de ona mutfak becerisi kazandırmak istiyorsanız MSA mutfağında gerçekleşecek workshop etkinliğinde yerinizi alın.“Yemek yemenin yaşı olmadığı gibi yapmanın da yaşı yok” diyor ve geleceğin şeflerini MSA’ya çağırıyoruz. Hem lezzetli hem de eğlenceli bir mutfak, 10-14 yaş arasındaki yemek tutkunlarını MSA’da bekliyor. Hazır olun, evinizdeki mutfağa ikinci bir şef geliyor.Cheeseburger, coleslaw salata ve fırında patates İleChocolate chips cookie*10-14 yaş aralığının dışındaki kişiler mutfaklara alınmayacaktır.10.00-12.00"," 27 Mayıs 2018, Pazar - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
Minik Şefler (5-9 yaş)
","Minik Şefler İntema Yaşam Akademi'de buluşuyor.Kuşkusuz yiyeceğin en lezzetli yemek, çocuğunla birlikte yapacağın yemektir. Mutfağın küçük şefleri aileleri ile birlikte İntema Yaşam Akademi’de leziz tarifler deniyorlar ve hazırladıkları yemekleri afiyetle yiyorlar. Etli ve sebzeli burritosÇilekli tart11:00-13.30"," 27 Mayıs 2018, Pazar - 11:00",,Hobbies," İntema Yaşam Akademi, İstanbul"
"
8-14 Yaş İçin Pop Art
","8 - 14 Yaş İçin Pop Art Atölyesi, Artim Projects'de sizlerle....""Farklı pop art ikonlarını tuvale aktarıyoruz. Daha önce resim yapmamış olsanızda, hem boyama teknikleri öğrenecek, hem de bu sanat hakkında bilgi edineceksiniz.""*Etkinlik 3 saat sürecektir. *40×60 cm boyutunda tuvallere workshop katılımcılarının seçtiği pop art ikonlarının görselleri aktarılacaktır. *Atölye sonunda yaptığınız çalışmaları ister sevdiklerinize hediye edebilir, isterseniz kendiniz duvarınıza asabilirsiniz. *Kullanacağınız tüm malzemeler Artim Projects tarafından temin edilecektir."," 27 Mayıs 2018, Pazar - 11:00",,Hobbies," Artimprojects, İzmir"
"
Şef Fırfır ve Yardımcısı Tüy
","Derya Yıldırım'ın yönettiği ""Şef Fırfır ve Yardımcısı Tüy"" tiyatro oyunu, izleyicisiyle buluşuyor.""Özel bir akşam yemeği için tüm hazırlıklar tamam gibi görünürken.. O da ne? Pasta? Pastasız olmaz. Hazır olan tek şey mumlar.. Şef Fırfır ve Yardımcısı Mimi'nin pasta yapımı macerasının, müzikli, hareket tiyatrosuyla anlatımı başlıyor.""Yazan:Alper BaytekinYöneten:Derya YıldırımOyuncular:Bahadır Buyruk, Bağış AngigünYaşı: 3 yaş ve üzeriSüre:35 dk* İş Bankası Maximum özellikli kredi kartlarına %10 indirim uygulanmaktadır."," 27 Mayıs 2018, Pazar - 12:00",,Arts," DasDas, İstanbul"
"
Dialogue İn The Dark İstanbul
","Önemli Uyarı: Etkinlik başlamadan 15 dakika önce mekanda bulunmanız gerekmektedir, etkinliğe geç kalmanız halinde biletleriniz geçersiz sayılacaktır.Dünya üzerinde 135 kentte 8 milyondan fazla insanın deneyimlediği ""Karanlıkta Diyalog Sergisi"", yeni dönemde de Turkcell Diyalog Müzesi’nde sizlerle...""Sıra dışı bir deneyim için 60 dakikanızı Karanlıkta Diyalog Sergisi'ne ayırın, hayatınızın deneyimini yaşayın.135 ülkede, 8 milyonu aşkın kişinin ziyaret ettiği ""Karanlıkta Diyalog Deneyimsel Sergi'si, sizi hiç görmediğiniz bir İstanbul'la tanıştıracak. Görme dışındaki tüm duyularınızı yeniden keşfedecek, hayatta neler kaçırdığınızı fark edeceksiniz.Karanlıkta Diyalog Sergisi sizi parkta dolaşmak, bir caddede karşıdan karşıya geçmek gibi günlük hayat deneyimlerine sokacak; ama tümüyle karanlıkta. Duyularınızı uyandırarak ve farkındalığınızı derinleştirerek...Görme engelli rehberler, dokunarak, koklayarak ve duyarak yeni ve farklı biiçimde görmenizi sağlayacak ve sizi unutulmaz bir yolculuğa çıkartacak. Dünya üzerinde 135 kentte 8 milyondan fazla kişiye ulaşmış Karanlıkta Diyalog Sergisi, İstanbul Social Enterprise tarafından Aralık 2013'te İstanbul'da kapılarını açtı. İstanbul Büyükşehir Belediyesi'nin ev sahipliğini yaptığı Karanlıkta Diyalog Sergisi, ziyaretçilerini Turkcell Diyalog Müzesi’nde ağırlamaya devam ediyor.""Bu eşsiz ve ilham verici deneyim, İstanbul'da üç yenilikçi formatla karşımıza çıkacak:Deneyimsel Sergi – Herkese AçıkÖğrenciler İçin Atölye Çalışmaları – Okullara Özelİş Dünyası İçin Atölye Çalışmaları – Şirketlere ÖzelSergiye Gelmeden Önce Ziyaretiniz İçin İpuçları:""Sergide geçirmek için ne kadar zaman ayırmalıyım?""Tüm ziyaretçilerden, biletlerinde mevcut olan sergi seans saatinden 15 dakika önce mekanda olmaları rica edilir. Ziyaretçileiehber tarafından karşılanacak ve sergiye girmek üzere hazırlanacaklardır. Deneyiminiz yaklaşık 60 dakika sürecektir.""Sergiye elektronik cihazlarla girmem mümkün mü?""Sergi tamamen karanlık bir ortamda gerçekleştiği için, ışık veren saat, cep telefonu, kamera gibi tüm elektronik cihazlar ve de yine karanlıkta parlayabilecek mücevher, fosforlu giyim ya da takının içeri sokulmasına izin verilmemektedir.""Işık veren ya da parlayan eşyalarımı sergi boyunca muhafaza edebileceğiniz güvenli bir yer mevcut mu?""Ziyaretçilere, hem yukarda belirtilmiş olan ışıklı/parlayan eşyalarını hem de deneyim boyunca taşımak zorunda kalmamaları için cüzdan, gözlük, çanta, çakmak ve tüm diğer kişisel eşyalarını koyabilecekleri kilitli bir dolap ücretsiz olarak tahsis edilecektir. Bununla birlikte ziyaretçilerin sergi alanına girmeden önce yanlarında bir miktaozuk para bulundurmaları tavsiye edilmektedir. (9. sınıf ve üzeri gruplar için geçerlidi""Çocuklarımı getirebilir miyim?""Sergi 9 yaşından büyük çocuklara tavsiye edilmektedir. Bireysel ziyaretlerde 12 yaşından küçük çocuklara bir yetişkinin eşlik etmesi gerekmektedir. Ancak, ailesinin ya da yasal vasinin rızası olduğu takdirde her yaş grubuna açıktır.""Sergiye tekerlekli iskemleyle girilebiliyor mu?""Sergiye tekerlekli iskemleyle katılmak durumunda olan ziyaretçiler, bilet aldıkları esnada satış temsilcisine durumu bildirmeleri halinde, sergi süresince kendilerine gereken yardım ve destek sağlanacaktır.Sergide elektrikli tekerlekli iskemleler kullanılamamaktadır ama mekanik tekerlekli iskemleleri sergi mekanında mevcuttur.""Peki ya sergi bitmeden çıkmak istersem?""Tüm sergi deneyiminiz boyunca güvenlik ve rahatınızı sağlamakla sorumlu rehberler size eşlik ediyor olacaklar. Ancak, yine de bitiminden önce sergiden ayrılmak isterseniz, kolayca ulaşabileceğiniz birçok çıkış noktası mevcut olacaktır.""Dışarıdan yiyecek içecekle girebiliyor muyuz?""Sergi alanına dışarıdan yiyecek içecekle girilememektedir.""Sergiye topuklu ayakkabılarımla katılabilir miyim?""Sergiye topuklu ayakkabıyla katılmanız kesinlikle tavsiye edilmez. Ziyaretçilere sergiye rahat ayakkabı ve giysilerle katılmaları önerilir.""Sergi süresince diğerleriyle konuşabiliyor muyuz?""Ziyaretçilerin, hayatlarının bu eşsiz deneyiminde konuşmaları, gülmeleri, keşfetmeleri, soru sormaları ve keyfini çıkarmaları yasak değil, aksine tavsiye edilmektedir.Deneyim süresiSergi deneyimi 60 dakikadır. Lütfen girişe hazırlık ve check-in için giriş saatinizden yaklaşık 15 dk önce mekanda olunuz.Karanlıkta İş Atölyeleri ile Karanlıkta Diyalog Sergisi aynı şey mi?Karanlıkta Diyalog İş Atölyeleri, Karanlıkta Diyalog konseptinin kurucusu, Psikoloji Profesörü Andreas Heinecke ve uzman ekibi tarafından bilimsel alt yapıya dayalı olarak geliştirildi ve bu atölyelerin deneyimsel sergiden farklı bir içeriği vardır. İş dünyasının üst ve orta düzey yöneticileri için tasarlanan bu atölyeler; tamamen karanlık bir ortamda (zifiri karanlık) görme engelli profesyonel eğitmenler ile birlikte iş dünyası deneyimi olan eğitmenler tarafından uygulanıyor. ‘’liderlik’’, ‘’zaman yönetimi’’, ‘’takım çalışması’’ gibi başlıklarda tamamen şirkete özel bir içeriği vardır. Detaylı bilgi için www.turkcelldiyalogmuzesi.com’la iletişime geçebilirsiniz.İndirimli Kategorisinden nasıl yararlanabiliyoruz?Tüm öğrenciler -geçerli kimliklerini göstermek suretiyle-, 65 yaş üstü ve engelli bireyler indirimli kategorisinden yararlanabilirler. Aynı şekilde Müze Kart + sahipleri de kartlarını ibraz etmek suretiyle indirimli kategorisinden yararlanabilirler.Sorumluluğun alıcıya ait olması ve sorumluluk reddiİstanbul Social Enterprise ve Turkcell Diyalog Müzesi; Karanlıkta Diyalog, Sessizlikte Diyalog ve Karanlıkta Futbol etkinliklerini kendi web sitesinde ve Biletix’te görüldüğü şekilde mevcut ve kullanıldığı haliyle sunmaktadır. İstanbul Social Enterprise ve Turkcell Diyalog Müzesi; bu sergilerin ziyaretçi tarafından deneyimlenmesinden ve kullanılmasından dolayı ne açıkça ne de zımnen hiçbir sorumluluk kabul etmemektedir. Bu sergilerin deneyimlenmesi ve kullanımıyla ilgili sorumluluğun yalnızca size ait olduğunu açıkça beyan edersiniz. Yasal olarak izin verildiği sürece İstanbul Social Enterprise ve Turkcell Diyalog Müzesi’nin açıkça veya zımnen bir garanti vermesi söz konusu değildir. Sergilerin deneyimlenmesinden ve kullanımından kaynaklanan hiçbir zarardan İstanbul Social Enterprise ve Turkcell Diyalog Müzesi sorumlu tutulamaz. Bahsi geçen sorumluluk reddi ve sınırlandırmaları, geçerli yasanın zımnen verilen garantiler için sorumluluk sınırlandırmasını veya belirli zararlar için sorumluluk reddini tanımaması halinde hükümsüzdür."," 27 Mayıs 2018, Pazar - 12:00",,Arts," Gayrettepe Metro İstasyonu, İstanbul"
"
Kukla Gösterisi
","""Keloğlan Ormanda"" adlı kukla gösterisi, Koza Tiyatrosu'nda çocuklarla buluşuyor.Yazan: Kadir Gültekin   Yöneten:Nurşen YerlikayaTek perde45 dakikaKeloğlan, çalışmak için şehre gitmeye karar verir. Şehre giderken bir ormandan geçer. Bu ormanda yaşayan bir cadı vardır. Bu cadı prensesi bir ağaç haline ve prensesin yardımcısı olan devi de bir kuyuya hapsetmiştir."," 27 Mayıs 2018, Pazar - 12:00",,Arts," Koza Tiyatrosu, İstanbul"
"
Turkcell Diyalog Müzesi Sessizlikte Diyalog
","*Etkinlik başlamadan 15 dakika önce mekanda bulunmanız gerekmektedir, etkinliğe geç kalmanız halinde biletleriniz geçersiz sayılacaktır.Dünyada milyonlarca kişi tarafından ziyaret edilen Sessizlikte Diyalog sergisi, Turkcell Diyalog Müzesi’nde sizlerle...Sıra dışı bir deneyim için 60 dakikanızı Sessizlikte Diyalog Sergisi'ne ayırın, hayatınızın deneyimini yaşayın!Özel bir alana kurulmuş sergide işitme engelli rehberleriniz ile birlikte, tamamen sessiz bir ortamda sözsüz iletişimi keşfedeceksiniz. Empati kurma yeteneğiniz ile birlikte farkındalığınızın da artmasını sağlayacak bu sergi, hayatınız boyunca yaşabileceğiniz en olağanüstü deneyimlerden biri olacak! Özel bölümlerden oluşan sergide; yüz ifadelerinizi ve vücut dilinizi nasıl etkin kullanabileceğinizi, işitme dışındaki duyularınızla neleaşarabileceğinizi göreceksiniz. Zorlukları fırsata dönüştürme yeteneğiniz güçlenirken, kendiniz ve çevrenizle ilgili tüm önyargılarınızı sonsuza dek geride bırakacaksınız. Mutlaka deneyimlenmesi gerekenler listenizde yerini alacak Sessizlikte Diyalog sergisi ile hayata bakış açınız değişecek! Seans Bilgileri:* Seansların süresi 60 dakikadır.Sessizlikte Diyalog Sergisi, İstanbul Social Enterprise tarafından 29 Ocak 2016’da İstanbul'da kapılarını açtı. İstanbul Büyükşehir Belediyesi'nin ev sahipliğini yaptığı Sessizlikte Diyalog Sergisi, ziyaretçilerini Turkcell Diyalog Müzesi’nde ağırlamaya devam ediyor.Sorumluluğun alıcıya ait olması ve sorumluluk reddiİstanbul Social Enterprise ve Turkcell Diyalog Müzesi; Karanlıkta Diyalog, Sessizlikte Diyalog ve Karanlıkta Futbol etkinliklerini kendi web sitesinde ve Biletix’te görüldüğü şekilde mevcut ve kullanıldığı haliyle sunmaktadır. İstanbul Social Enterprise ve Turkcell Diyalog Müzesi; bu sergilerin ziyaretçi tarafından deneyimlenmesinden ve kullanılmasından dolayı ne açıkça ne de zımnen hiçbir sorumluluk kabul etmemektedir. Bu sergilerin deneyimlenmesi ve kullanımıyla ilgili sorumluluğun yalnızca size ait olduğunu açıkça beyan edersiniz. Yasal olarak izin verildiği sürece İstanbul Social Enterprise ve Turkcell Diyalog Müzesi’nin açıkça veya zımnen bir garanti vermesi söz konusu değildir. Sergilerin deneyimlenmesinden ve kullanımından kaynaklanan hiçbir zarardan İstanbul Social Enterprise ve Turkcell Diyalog Müzesi sorumlu tutulamaz. Bahsi geçen sorumluluk reddi ve sınırlandırmaları, geçerli yasanın zımnen verilen garantiler için sorumluluk sınırlandırmasını veya belirli zararlar için sorumluluk reddini tanımaması halinde hükümsüzdür."," 27 Mayıs 2018, Pazar - 12:30",,Arts," Gayrettepe Metro İstasyonu, İstanbul"
"
Berloni Athena Kirala & Pişir Mutfak
","""Berloni Athena Kirala & Pişir Mutfak"" Intema Yaşam'da sizlerle bekliyor...""Kanyon’da sıcacık bir ambiyansa sahip ikinci bir mutfağınız olduğundan haberiniz var mı? Sevdiklerinizi alı Kanyon’daki İntema Yaşam Mağazası’na gelin ve unutulmayacak bir yemek deneyimi yaşayın. Kanyon İntema Yaşam Mağazası’nda evinizin sıcaklığını ve konforunu aratmayacak Berloni mutfağında yemeğinizin malzemelerini kendiniz temin ederek, yemeğinizi misafirleriniz ile keyifli atmosferimiz eşliğinde hazırlayabilirsiniz. Berloni’nin Athena serisi mutfaklarını, sevdiklerinizle birlikte eşsiz bir yemek deneyimi yaşayabilirsiniz.Sizi ikinci evinize bekleriz."""," 27 Mayıs 2018, Pazar - 13:00",,Hobbies," İntema Yaşam Akademi, İstanbul"
"
Kahve Dünyası Atölye-Çikolata Kursu
","Gerçek bir çikolatasever, çikolata yapmayı da sever.Kahve Dünyası’nın lezzet ustalığı konusunda kendini kanıtlamış nefis çikolatalarının siz de nasıl yapıldığını merak ediyor ve öğrenmek istiyorsanız bu atölye tam size göre! Atölye’de çikolata ile kahvenin muhteş birlikteliği kahveli spesiyal çikolata, sadeliğiyle asaletini kanıtlayan lezzet klasiği trüf, birbirinden lezzetli içeriklerle hazırlanan tablet çikolata, içi sürprizlerle dolu çikocaracrunch ve içmeye doyamayacağınız sıcak çikolata yapmanın keyfini yaşayacaksınız. Üstelik kendi özel yorumunuzla zenginleştirdiğiniz birbirinden lezzetli el yapımı çikolatalarınızı, özel kutularıyla sevdiklerinize de hediye edebileceksiniz.Keyifli vakit geçirmeniz ve afiyetle tüketmeniz dileğiyle…."," 27 Mayıs 2018, Pazar - 13:00",,Hobbies," Veliefendi Fabrika Kahve Dünyası , İstanbul"
